312.015, 129.492, 3.505,  3.620 False
311.898, 129.492, 3.539,  3.653 False
311.779, 129.492, 3.572,  3.686 False
311.659, 129.492, 3.606,  3.719 False
311.538, 129.492, 3.639,  3.752 False
311.416, 129.492, 3.673,  3.785 False
311.293, 129.492, 3.706,  3.818 False
311.168, 129.492, 3.740,  3.851 False
311.043, 129.492, 3.773,  3.884 False
310.916, 129.492, 3.807,  3.917 False
310.788, 129.492, 3.840,  3.950 False
310.660, 129.492, 3.874,  3.983 False
310.530, 129.492, 3.906,  4.016 False
310.399, 129.492, 3.939,  4.049 False
310.266, 129.492, 3.971,  4.082 False
310.133, 129.492, 4.004,  4.115 False
309.999, 129.492, 4.035,  4.148 False
309.864, 129.492, 4.068,  4.181 False
309.727, 129.492, 4.099,  4.214 False
309.590, 129.492, 4.132,  4.247 False
309.451, 129.492, 4.162,  4.280 False
309.312, 129.492, 4.194,  4.313 False
309.171, 129.492, 4.225,  4.346 False
309.030, 129.492, 4.257,  4.379 False
308.887, 129.492, 4.288,  4.412 False
308.743, 129.491, 4.320,  4.445 False
308.598, 129.491, 4.351,  4.478 False
308.453, 129.491, 4.383,  4.511 False
308.306, 129.491, 4.414,  4.544 False
308.158, 129.491, 4.446,  4.577 False
308.009, 129.491, 4.477,  4.610 False
307.859, 129.491, 4.509,  4.643 False
307.708, 129.491, 4.540,  4.676 False
307.556, 129.491, 4.572,  4.709 False
307.402, 129.491, 4.602,  4.742 False
307.248, 129.491, 4.634,  4.775 False
307.093, 129.491, 4.664,  4.808 False
306.937, 129.491, 4.697,  4.841 False
306.779, 129.491, 4.727,  4.874 False
306.621, 129.491, 4.759,  4.907 False
306.462, 129.491, 4.789,  4.940 False
306.301, 129.491, 4.821,  4.973 False
306.140, 129.491, 4.851,  5.006 False
305.977, 129.491, 4.883,  5.039 False
305.814, 129.491, 4.913,  5.072 False
305.649, 129.491, 4.945,  5.105 False
305.484, 129.491, 4.975,  5.138 False
305.317, 129.491, 5.007,  5.171 False
305.150, 129.491, 5.036,  5.204 False
304.981, 129.491, 5.069,  5.237 False
304.811, 129.491, 5.098,  5.270 False
304.640, 129.491, 5.131,  5.303 False
304.469, 129.491, 5.160,  5.336 False
304.296, 129.489, 5.192,  5.369 False
304.122, 129.489, 5.218,  5.402 False
303.948, 129.489, 5.239,  5.435 False
303.773, 129.489, 5.242,  5.468 False
303.598, 129.489, 5.241,  5.501 False
303.424, 129.490, 5.243,  5.534 False
303.249, 129.493, 5.256,  5.567 False
303.073, 129.495, 5.275,  5.600 False
302.897, 129.499, 5.306,  5.633 False
302.719, 129.501, 5.341,  5.666 False
302.540, 129.503, 5.384,  5.699 False
302.359, 129.506, 5.427,  5.732 False
302.177, 129.509, 5.473,  5.765 False
301.993, 129.512, 5.516,  5.798 False
301.808, 129.516, 5.560,  5.831 False
301.622, 129.520, 5.600,  5.864 False
301.434, 129.524, 5.641,  5.897 False
301.245, 129.529, 5.677,  5.930 False
301.055, 129.534, 5.715,  5.963 False
300.863, 129.540, 5.749,  5.996 False
300.671, 129.547, 5.785,  6.029 False
300.477, 129.553, 5.820,  6.062 False
300.282, 129.559, 5.856,  6.095 False
300.086, 129.566, 5.889,  6.128 False
299.889, 129.573, 5.924,  6.161 False
299.691, 129.579, 5.957,  6.194 False
299.491, 129.586, 5.991,  6.227 False
299.291, 129.593, 6.023,  6.260 False
299.090, 129.600, 6.057,  6.293 False
298.887, 129.607, 6.088,  6.326 False
298.683, 129.615, 6.122,  6.359 False
298.479, 129.623, 6.153,  6.392 False
298.273, 129.630, 6.187,  6.425 False
298.066, 129.638, 6.218,  6.458 False
297.858, 129.647, 6.252,  6.491 False
297.649, 129.657, 6.283,  6.524 False
297.439, 129.666, 6.316,  6.557 False
297.228, 129.676, 6.346,  6.590 False
297.015, 129.688, 6.379,  6.623 False
296.802, 129.699, 6.409,  6.656 False
296.588, 129.712, 6.443,  6.689 False
296.373, 129.725, 6.473,  6.722 False
296.157, 129.738, 6.506,  6.755 False
295.939, 129.752, 6.536,  6.788 False
295.721, 129.767, 6.569,  6.821 False
295.502, 129.782, 6.599,  6.854 False
295.282, 129.798, 6.632,  6.887 False
295.060, 129.815, 6.662,  6.920 False
294.838, 129.832, 6.694,  6.953 False
294.615, 129.850, 6.722,  6.986 False
294.391, 129.869, 6.753,  7.019 False
294.166, 129.887, 6.781,  7.052 False
293.939, 129.905, 6.813,  7.085 False
293.712, 129.923, 6.840,  7.118 False
293.484, 129.942, 6.871,  7.151 False
293.255, 129.962, 6.899,  7.184 False
293.026, 129.982, 6.930,  7.217 False
292.795, 130.003, 6.957,  7.250 False
292.563, 130.025, 6.988,  7.283 False
292.330, 130.046, 7.017,  7.316 False
292.097, 130.068, 7.048,  7.349 False
291.862, 130.091, 7.077,  7.382 False
291.626, 130.115, 7.108,  7.415 False
291.390, 130.137, 7.136,  7.448 False
291.152, 130.159, 7.167,  7.481 False
290.914, 130.181, 7.195,  7.514 False
290.674, 130.203, 7.226,  7.547 False
290.433, 130.225, 7.254,  7.580 False
290.192, 130.246, 7.285,  7.613 False
289.949, 130.268, 7.312,  7.646 False
289.706, 130.290, 7.344,  7.679 False
289.461, 130.312, 7.371,  7.712 False
289.216, 130.333, 7.402,  7.745 False
288.969, 130.355, 7.429,  7.778 False
288.721, 130.376, 7.460,  7.811 False
288.473, 130.397, 7.487,  7.844 False
288.224, 130.418, 7.518,  7.877 False
287.973, 130.440, 7.545,  7.910 False
287.722, 130.461, 7.576,  7.943 False
287.470, 130.482, 7.603,  7.976 False
287.216, 130.504, 7.633,  8.009 False
286.962, 130.525, 7.660,  8.042 False
286.707, 130.546, 7.691,  8.075 False
286.451, 130.567, 7.718,  8.108 False
286.193, 130.589, 7.749,  8.141 False
285.935, 130.610, 7.777,  8.174 False
285.676, 130.630, 7.807,  8.207 False
285.416, 130.649, 7.834,  8.240 False
285.155, 130.667, 7.865,  8.273 False
284.892, 130.686, 7.893,  8.306 False
284.629, 130.704, 7.925,  8.339 False
284.365, 130.721, 7.953,  8.372 False
284.100, 130.738, 7.984,  8.405 False
283.833, 130.755, 8.012,  8.438 False
283.566, 130.771, 8.043,  8.471 False
283.298, 130.787, 8.071,  8.504 False
283.028, 130.802, 8.102,  8.537 False
282.758, 130.817, 8.130,  8.570 False
282.486, 130.831, 8.162,  8.603 False
282.214, 130.845, 8.189,  8.636 False
281.940, 130.858, 8.221,  8.669 False
281.666, 130.871, 8.248,  8.702 False
281.391, 130.884, 8.272,  8.735 False
281.115, 130.896, 8.291,  8.768 False
280.839, 130.908, 8.308,  8.801 False
280.562, 130.919, 8.321,  8.834 False
280.284, 130.930, 8.333,  8.867 False
280.007, 130.940, 8.343,  8.900 False
279.729, 130.950, 8.352,  8.933 False
279.450, 130.959, 8.359,  8.966 False
279.172, 130.967, 8.366,  8.999 False
278.893, 130.975, 8.371,  9.032 False
278.614, 130.982, 8.377,  9.065 False
278.335, 130.990, 8.381,  9.098 False
278.056, 130.997, 8.385,  9.131 False
277.776, 131.004, 8.388,  9.164 False
277.497, 131.009, 8.390,  9.197 False
277.217, 131.015, 8.393,  9.230 False
276.938, 131.020, 8.395,  9.263 False
276.658, 131.025, 8.396,  9.296 False
276.378, 131.029, 8.398,  9.329 False
276.098, 131.033, 8.398,  9.362 False
275.818, 131.035, 8.399,  9.395 False
275.539, 131.038, 8.400,  9.428 False
275.259, 131.041, 8.400,  9.461 False
274.979, 131.043, 8.401,  9.494 False
274.699, 131.045, 8.401,  9.527 False
274.419, 131.047, 8.401,  9.560 False
274.139, 131.049, 8.401,  9.593 False
273.859, 131.050, 8.400,  9.626 False
273.579, 131.051, 8.400,  9.659 False
273.299, 131.052, 8.399,  9.692 False
273.019, 131.052, 8.398,  9.725 False
272.739, 131.052, 8.398,  9.758 False
272.459, 131.052, 8.397,  9.791 False
272.179, 131.051, 8.397,  9.824 False
271.899, 131.050, 8.396,  9.857 False
271.620, 131.049, 8.395,  9.890 False
271.340, 131.046, 8.394,  9.923 False
271.060, 131.045, 8.393,  9.956 False
270.780, 131.042, 8.392,  9.989 False
270.501, 131.040, 8.392, 10.022 False
270.221, 131.037, 8.390, 10.055 False
269.941, 131.034, 8.389, 10.088 False
269.662, 131.030, 8.389, 10.121 False
269.382, 131.027, 8.388, 10.154 False
269.103, 131.022, 8.386, 10.187 False
268.823, 131.018, 8.386, 10.220 False
268.544, 131.013, 8.385, 10.253 False
268.264, 131.009, 8.384, 10.286 False
267.985, 131.004, 8.383, 10.319 False
267.706, 130.999, 8.382, 10.352 False
267.426, 130.993, 8.380, 10.385 False
267.147, 130.987, 8.380, 10.418 False
266.868, 130.981, 8.379, 10.451 False
266.589, 130.975, 8.378, 10.484 False
266.310, 130.968, 8.377, 10.517 False
266.030, 130.961, 8.376, 10.550 False
265.751, 130.955, 8.375, 10.583 False
265.472, 130.948, 8.374, 10.616 False
265.193, 130.940, 8.373, 10.649 False
264.914, 130.932, 8.372, 10.682 False
264.635, 130.924, 8.371, 10.715 False
264.357, 130.916, 8.371, 10.748 False
264.078, 130.907, 8.370, 10.781 False
263.799, 130.899, 8.369, 10.814 False
263.520, 130.890, 8.368, 10.847 False
263.241, 130.881, 8.367, 10.880 False
262.963, 130.872, 8.366, 10.913 False
262.684, 130.863, 8.366, 10.946 False
262.405, 130.854, 8.365, 10.979 False
262.126, 130.845, 8.364, 11.012 False
261.848, 130.834, 8.363, 11.045 False
261.569, 130.825, 8.363, 11.078 False
261.291, 130.815, 8.362, 11.111 False
261.012, 130.805, 8.361, 11.144 False
260.734, 130.794, 8.361, 11.177 False
260.455, 130.784, 8.360, 11.210 False
260.177, 130.774, 8.359, 11.243 False
259.898, 130.763, 8.359, 11.276 False
259.620, 130.752, 8.358, 11.309 False
259.342, 130.741, 8.357, 11.342 False
259.063, 130.729, 8.357, 11.375 False
258.785, 130.718, 8.356, 11.408 False
258.507, 130.707, 8.356, 11.441 False
258.228, 130.696, 8.355, 11.474 False
257.950, 130.684, 8.355, 11.507 False
257.672, 130.672, 8.354, 11.540 False
257.394, 130.660, 8.354, 11.573 False
257.116, 130.648, 8.353, 11.606 False
256.837, 130.636, 8.353, 11.639 False
256.559, 130.623, 8.352, 11.672 False
256.281, 130.611, 8.352, 11.705 False
256.003, 130.599, 8.351, 11.738 False
255.725, 130.587, 8.351, 11.771 False
255.447, 130.574, 8.350, 11.804 False
255.169, 130.562, 8.350, 11.837 False
254.891, 130.549, 8.350, 11.870 False
254.613, 130.537, 8.349, 11.903 False
254.335, 130.524, 8.349, 11.936 False
254.057, 130.511, 8.348, 11.969 False
253.779, 130.498, 8.348, 12.002 False
253.501, 130.485, 8.348, 12.035 False
253.223, 130.472, 8.347, 12.068 False
252.945, 130.460, 8.347, 12.101 False
252.667, 130.447, 8.347, 12.134 False
252.389, 130.434, 8.346, 12.167 False
252.111, 130.421, 8.346, 12.200 False
251.833, 130.408, 8.346, 12.233 False
251.555, 130.395, 8.345, 12.266 False
251.278, 130.381, 8.345, 12.299 False
251.000, 130.368, 8.345, 12.332 False
250.722, 130.355, 8.344, 12.365 False
250.444, 130.342, 8.344, 12.398 False
250.166, 130.329, 8.344, 12.431 False
249.888, 130.315, 8.343, 12.464 False
249.611, 130.302, 8.343, 12.497 False
249.333, 130.289, 8.343, 12.530 False
249.055, 130.276, 8.343, 12.563 False
248.777, 130.263, 8.342, 12.596 False
248.500, 130.249, 8.342, 12.629 False
248.222, 130.235, 8.342, 12.662 False
247.944, 130.222, 8.342, 12.695 False
247.666, 130.208, 8.341, 12.728 False
247.389, 130.195, 8.341, 12.761 False
247.111, 130.181, 8.341, 12.794 False
246.833, 130.168, 8.341, 12.827 False
246.556, 130.154, 8.341, 12.860 False
246.278, 130.141, 8.341, 12.893 False
246.000, 130.127, 8.340, 12.926 False
245.722, 130.114, 8.340, 12.959 False
245.445, 130.101, 8.340, 12.992 False
245.167, 130.087, 8.340, 13.025 False
244.889, 130.074, 8.340, 13.058 False
244.612, 130.060, 8.339, 13.091 False
244.334, 130.047, 8.339, 13.124 False
244.056, 130.034, 8.339, 13.157 False
243.779, 130.021, 8.339, 13.190 False
243.501, 130.008, 8.339, 13.223 False
243.223, 129.994, 8.339, 13.256 False
242.946, 129.981, 8.339, 13.289 False
242.668, 129.968, 8.338, 13.322 False
242.391, 129.955, 8.338, 13.355 False
242.113, 129.942, 8.338, 13.388 False
241.835, 129.929, 8.338, 13.421 False
241.558, 129.916, 8.338, 13.454 False
241.280, 129.904, 8.338, 13.487 False
241.002, 129.891, 8.338, 13.520 False
240.725, 129.878, 8.338, 13.553 False
240.447, 129.866, 8.337, 13.586 False
240.170, 129.853, 8.337, 13.619 False
239.892, 129.840, 8.337, 13.652 False
239.614, 129.828, 8.337, 13.685 False
239.337, 129.816, 8.337, 13.718 False
239.059, 129.803, 8.337, 13.751 False
238.781, 129.791, 8.337, 13.784 False
238.504, 129.779, 8.337, 13.817 False
238.226, 129.766, 8.337, 13.850 False
237.949, 129.754, 8.337, 13.883 False
237.671, 129.742, 8.336, 13.916 False
237.393, 129.731, 8.336, 13.949 False
237.116, 129.719, 8.336, 13.982 False
236.838, 129.708, 8.336, 14.015 False
236.560, 129.696, 8.336, 14.048 False
236.283, 129.685, 8.336, 14.081 False
236.005, 129.673, 8.336, 14.114 False
235.728, 129.662, 8.336, 14.147 False
235.450, 129.651, 8.336, 14.180 False
235.172, 129.640, 8.336, 14.213 False
234.895, 129.629, 8.336, 14.246 False
234.617, 129.618, 8.336, 14.279 False
234.340, 129.607, 8.336, 14.312 False
234.062, 129.596, 8.335, 14.345 False
233.784, 129.585, 8.335, 14.378 False
233.507, 129.575, 8.335, 14.411 False
233.229, 129.564, 8.335, 14.444 False
232.951, 129.554, 8.335, 14.477 False
232.674, 129.544, 8.335, 14.510 False
232.396, 129.534, 8.335, 14.543 False
232.118, 129.524, 8.335, 14.576 False
231.841, 129.514, 8.335, 14.609 False
231.563, 129.504, 8.335, 14.642 False
231.285, 129.494, 8.335, 14.675 False
231.008, 129.485, 8.335, 14.708 False
230.730, 129.475, 8.335, 14.741 False
230.452, 129.466, 8.335, 14.774 False
230.175, 129.456, 8.335, 14.807 False
229.897, 129.447, 8.335, 14.840 False
229.619, 129.438, 8.335, 14.873 False
229.342, 129.429, 8.335, 14.906 False
229.064, 129.420, 8.335, 14.939 False
228.786, 129.411, 8.335, 14.972 False
228.509, 129.403, 8.334, 15.005 False
228.231, 129.394, 8.334, 15.038 False
227.953, 129.386, 8.334, 15.071 False
227.676, 129.378, 8.334, 15.104 False
227.398, 129.369, 8.334, 15.137 False
227.120, 129.361, 8.334, 15.170 False
226.842, 129.353, 8.334, 15.203 False
226.565, 129.345, 8.334, 15.236 False
226.287, 129.337, 8.334, 15.269 False
226.009, 129.330, 8.334, 15.302 False
225.732, 129.322, 8.334, 15.335 False
225.454, 129.314, 8.334, 15.368 False
225.176, 129.307, 8.334, 15.401 False
224.899, 129.300, 8.334, 15.434 False
224.621, 129.292, 8.334, 15.467 False
224.343, 129.285, 8.334, 15.500 False
224.065, 129.278, 8.334, 15.533 False
223.788, 129.271, 8.334, 15.566 False
223.510, 129.264, 8.334, 15.599 False
223.232, 129.258, 8.334, 15.632 False
222.955, 129.251, 8.334, 15.665 False
222.677, 129.244, 8.334, 15.698 False
222.399, 129.238, 8.334, 15.731 False
222.121, 129.232, 8.334, 15.764 False
221.844, 129.226, 8.334, 15.797 False
221.566, 129.220, 8.334, 15.830 False
221.288, 129.214, 8.334, 15.863 False
221.010, 129.208, 8.334, 15.896 False
220.733, 129.203, 8.334, 15.929 False
220.455, 129.197, 8.334, 15.962 False
220.177, 129.192, 8.334, 15.995 False
219.900, 129.186, 8.334, 16.028 False
219.622, 129.182, 8.333, 16.061 False
219.344, 129.178, 8.333, 16.094 False
219.066, 129.173, 8.333, 16.127 False
218.789, 129.169, 8.334, 16.160 False
218.511, 129.164, 8.334, 16.193 False
218.233, 129.160, 8.334, 16.226 False
217.955, 129.156, 8.334, 16.259 False
217.678, 129.152, 8.334, 16.292 False
217.400, 129.148, 8.334, 16.325 False
217.122, 129.144, 8.334, 16.358 False
216.844, 129.140, 8.334, 16.391 False
216.566, 129.136, 8.334, 16.424 False
216.289, 129.132, 8.334, 16.457 False
216.011, 129.129, 8.334, 16.490 False
215.733, 129.126, 8.333, 16.523 False
215.455, 129.122, 8.333, 16.556 False
215.178, 129.119, 8.333, 16.589 False
214.900, 129.116, 8.333, 16.622 False
214.622, 129.113, 8.333, 16.655 False
214.344, 129.110, 8.333, 16.688 False
214.066, 129.107, 8.333, 16.721 False
213.789, 129.104, 8.333, 16.754 False
213.511, 129.101, 8.333, 16.787 False
213.233, 129.098, 8.333, 16.820 False
212.955, 129.096, 8.333, 16.853 False
212.678, 129.093, 8.333, 16.886 False
212.400, 129.091, 8.333, 16.919 False
212.122, 129.089, 8.333, 16.952 False
211.844, 129.087, 8.333, 16.985 False
211.566, 129.085, 8.333, 17.018 False
211.289, 129.083, 8.333, 17.051 False
211.011, 129.082, 8.333, 17.084 False
210.733, 129.080, 8.333, 17.117 False
210.455, 129.078, 8.333, 17.150 False
210.178, 129.077, 8.333, 17.183 False
209.900, 129.075, 8.333, 17.216 False
209.622, 129.074, 8.333, 17.249 False
209.344, 129.073, 8.333, 17.282 False
209.066, 129.071, 8.333, 17.315 False
208.789, 129.070, 8.333, 17.348 False
208.511, 129.069, 8.333, 17.381 False
208.233, 129.068, 8.333, 17.414 False
207.955, 129.067, 8.333, 17.447 False
207.678, 129.067, 8.333, 17.480 False
207.400, 129.067, 8.333, 17.513 False
207.122, 129.066, 8.333, 17.546 False
206.844, 129.066, 8.333, 17.579 False
206.567, 129.065, 8.333, 17.612 False
206.289, 129.065, 8.333, 17.645 False
206.011, 129.065, 8.333, 17.678 False
205.733, 129.065, 8.333, 17.711 False
205.455, 129.065, 8.333, 17.744 False
205.178, 129.065, 8.333, 17.777 False
204.900, 129.065, 8.333, 17.810 False
204.622, 129.065, 8.333, 17.843 False
204.344, 129.065, 8.333, 17.876 False
204.067, 129.066, 8.333, 17.909 False
203.789, 129.066, 8.333, 17.942 False
203.511, 129.067, 8.333, 17.975 False
203.233, 129.067, 8.333, 18.008 False
202.955, 129.068, 8.333, 18.041 False
202.678, 129.068, 8.333, 18.074 False
202.400, 129.069, 8.333, 18.107 False
202.122, 129.070, 8.333, 18.140 False
201.844, 129.071, 8.333, 18.173 False
201.567, 129.072, 8.333, 18.206 False
201.289, 129.072, 8.333, 18.239 False
201.011, 129.073, 8.333, 18.272 False
200.733, 129.074, 8.333, 18.305 False
200.455, 129.076, 8.333, 18.338 False
200.178, 129.078, 8.333, 18.371 False
199.900, 129.079, 8.333, 18.404 False
199.622, 129.081, 8.333, 18.437 False
199.344, 129.082, 8.333, 18.470 False
199.067, 129.084, 8.333, 18.503 False
198.789, 129.086, 8.333, 18.536 False
198.511, 129.087, 8.333, 18.569 False
198.233, 129.089, 8.333, 18.602 False
197.956, 129.091, 8.333, 18.635 False
197.678, 129.093, 8.333, 18.668 False
197.400, 129.095, 8.333, 18.701 False
197.122, 129.097, 8.333, 18.734 False
196.844, 129.099, 8.333, 18.767 False
196.567, 129.101, 8.333, 18.800 False
196.289, 129.103, 8.333, 18.833 False
196.011, 129.105, 8.333, 18.866 False
195.733, 129.107, 8.333, 18.899 False
195.456, 129.110, 8.333, 18.932 False
195.178, 129.112, 8.333, 18.965 False
194.900, 129.114, 8.333, 18.998 False
194.622, 129.117, 8.333, 19.031 False
194.344, 129.120, 8.333, 19.064 False
194.067, 129.123, 8.333, 19.097 False
193.789, 129.125, 8.333, 19.130 False
193.511, 129.128, 8.333, 19.163 False
193.233, 129.131, 8.333, 19.196 False
192.956, 129.134, 8.333, 19.229 False
192.678, 129.137, 8.333, 19.262 False
192.400, 129.140, 8.333, 19.295 False
192.122, 129.143, 8.333, 19.328 False
191.845, 129.146, 8.333, 19.361 False
191.567, 129.148, 8.333, 19.394 False
191.289, 129.152, 8.333, 19.427 False
191.012, 129.155, 8.333, 19.460 False
190.734, 129.158, 8.333, 19.493 False
190.456, 129.161, 8.333, 19.526 False
190.178, 129.164, 8.333, 19.559 False
189.901, 129.167, 8.333, 19.592 False
189.623, 129.170, 8.333, 19.625 False
189.345, 129.174, 8.333, 19.658 False
189.067, 129.177, 8.333, 19.691 False
188.790, 129.180, 8.333, 19.724 False
188.512, 129.183, 8.333, 19.757 False
188.234, 129.187, 8.333, 19.790 False
187.956, 129.190, 8.333, 19.823 False
187.679, 129.193, 8.333, 19.856 False
187.401, 129.197, 8.333, 19.889 False
187.123, 129.200, 8.333, 19.922 False
186.845, 129.204, 8.333, 19.955 False
186.568, 129.207, 8.333, 19.988 False
186.290, 129.210, 8.333, 20.021 False
186.012, 129.214, 8.333, 20.054 False
185.735, 129.217, 8.333, 20.087 False
185.457, 129.221, 8.333, 20.120 False
185.179, 129.224, 8.333, 20.153 False
184.901, 129.228, 8.333, 20.186 False
184.624, 129.231, 8.333, 20.219 False
184.346, 129.235, 8.333, 20.252 False
184.068, 129.238, 8.333, 20.285 False
183.790, 129.242, 8.333, 20.318 False
183.513, 129.245, 8.333, 20.351 False
183.235, 129.249, 8.333, 20.384 False
182.957, 129.253, 8.333, 20.417 False
182.679, 129.256, 8.333, 20.450 False
182.402, 129.260, 8.333, 20.483 False
182.124, 129.263, 8.333, 20.516 False
181.846, 129.267, 8.333, 20.549 False
181.569, 129.270, 8.333, 20.582 False
181.291, 129.274, 8.333, 20.615 False
181.013, 129.278, 8.333, 20.648 False
180.735, 129.281, 8.333, 20.681 False
180.458, 129.285, 8.333, 20.714 False
180.180, 129.288, 8.333, 20.747 False
179.902, 129.292, 8.333, 20.780 False
179.624, 129.296, 8.333, 20.813 False
179.347, 129.299, 8.333, 20.846 False
179.069, 129.303, 8.333, 20.879 False
178.791, 129.306, 8.333, 20.912 False
178.513, 129.310, 8.333, 20.945 False
178.236, 129.314, 8.333, 20.978 False
177.958, 129.317, 8.333, 21.011 False
177.680, 129.321, 8.333, 21.044 False
177.402, 129.324, 8.333, 21.077 False
177.125, 129.328, 8.333, 21.110 False
176.847, 129.331, 8.333, 21.143 False
176.569, 129.335, 8.333, 21.176 False
176.292, 129.338, 8.333, 21.209 False
176.014, 129.342, 8.333, 21.242 False
175.736, 129.345, 8.333, 21.275 False
175.458, 129.348, 8.333, 21.308 False
175.181, 129.351, 8.333, 21.341 False
174.903, 129.355, 8.330, 21.374 False
174.626, 129.358, 8.310, 21.407 False
174.350, 129.361, 8.281, 21.440 False
174.075, 129.364, 8.228, 21.473 False
173.804, 129.367, 8.143, 21.506 False
173.536, 129.371, 8.034, 21.539 False
173.272, 129.374, 7.904, 21.572 False
173.013, 129.377, 7.760, 21.605 False
172.759, 129.379, 7.605, 21.638 False
172.511, 129.382, 7.440, 21.671 False
172.268, 129.385, 7.271, 21.704 False
172.031, 129.388, 7.096, 21.737 False
171.800, 129.390, 6.921, 21.770 False
171.574, 129.393, 6.749, 21.803 False
171.354, 129.395, 6.586, 21.836 False
171.139, 129.397, 6.430, 21.869 False
170.929, 129.400, 6.286, 21.902 False
170.723, 129.402, 6.152, 21.935 False
